Set_id;Time;Line 0;Line 1;Line 2;Line 3;Line 4;Line 5;Line 6;Line 7;Sum
0;0.597066;25880246.629532;0.000000;20398559.200948;5481687.428584;57879442.318735;0.000000;27061964.799802;30817477.518933;167519377.896534
0;0.607185;23692895.403557;0.000000;18469801.568516;5223093.835042;59201259.304652;0.000000;27311266.458912;31889992.845740;165788309.416420
0;0.617305;23404773.219895;0.000000;16666473.481468;6738299.738427;57708282.622219;0.000000;27212839.861061;30495442.761157;162226111.684227
0;0.627425;23823291.493949;0.000000;17822571.593341;6000719.900607;59109258.463670;0.000000;24300128.885431;34809129.578239;165865099.915237
0;0.637545;23596584.989649;0.000000;16446479.551108;7150105.438541;59062592.415770;0.000000;26850006.668432;32212585.747338;165318354.810839
0;0.647664;23908156.183974;0.000000;16101663.789621;7806492.394353;58202287.589912;0.000000;27149520.696368;31052766.893544;164220887.547771
0;0.657784;23359427.628981;0.000000;15387117.006202;7972310.622779;57410547.670484;0.000000;27280540.779112;30130006.891372;161539950.598930
0;0.667904;23870782.447749;0.000000;14921559.886317;8949222.561433;58318481.463609;0.000000;27175682.065872;31142799.397738;164378527.822717
0;0.678024;23500521.112299;0.000000;14336679.151447;9163841.960852;57253902.541365;0.000000;27163582.854922;30090319.686443;161508847.307329
0;0.688143;23136011.663916;0.000000;12678707.648934;10457304.014982;58034943.406223;0.000000;27151863.915823;30883079.490400;162341910.140278
0;0.698263;23244604.448583;0.000000;13841667.383079;9402937.065504;58902816.804814;0.000000;27262953.621875;31639863.182938;164294842.506793
0;0.708383;23469845.133022;0.000000;14231846.428340;9237998.704682;63903902.508444;0.000000;29851561.206679;34052341.301766;174747495.282932
0;0.718503;23113063.993948;0.000000;14858398.281824;8254665.712124;57114866.803665;0.000000;27033257.298433;30081609.505232;160455861.595226
0;0.728622;23510813.166783;0.000000;15752306.741189;7758506.425594;59516970.281569;0.000000;26873039.016023;32643931.265546;166055566.896704
0;0.738742;23354623.313927;0.000000;14183119.549525;9171503.764402;57281780.913466;0.000000;24354477.694703;32927303.218763;161272808.454787
0;0.748862;23270449.393886;0.000000;14159497.858806;9110951.535079;56396107.766152;0.000000;27090970.936165;29305136.829987;159333114.320075
0;0.758982;23337438.721518;0.000000;16340541.466194;6996897.255324;57826569.440239;0.000000;26625361.237073;31201208.203165;162328016.323514
0;0.769101;23648651.916568;0.000000;14529682.211567;9118969.705001;58081584.366817;0.000000;27251666.423228;30829917.943589;163460472.566771
0;0.779221;25837676.914908;0.000000;16348180.338350;9489496.576558;57128874.041132;0.000000;27286171.499979;29842702.541152;165933101.912079
0;0.789341;23324476.908331;0.000000;12330774.416506;10993702.491825;59047819.858961;0.000000;27032375.440202;32015444.418760;164744593.534584
0;0.799461;23332264.581700;0.000000;13999358.749020;9332905.832680;56504255.047920;0.000000;26991258.126697;29512996.921223;159673039.259239
0;0.809580;23287336.021534;0.000000;12912648.309654;10374687.711880;58205959.758236;0.000000;26716677.902430;31489281.855806;162986591.559540
0;0.819700;23301338.124734;0.000000;14735487.083386;8565851.041348;59343376.104047;0.000000;26858605.752576;32484770.351471;165289428.457562
0;0.829820;23518450.145270;0.000000;14561397.065220;8957053.080050;58189915.969635;0.000000;26605169.404210;31584746.565426;163416732.229811
0;0.839940;23330041.950637;0.000000;14067279.469308;9262762.481329;57722221.470765;0.000000;27355448.075701;30366773.395064;162104526.842804
0;0.850059;23408381.036425;0.000000;13524842.376601;9883538.659824;58818201.874064;0.000000;27148767.847536;31669434.026528;164453165.820977
0;0.860179;23251915.061286;0.000000;11625957.530643;11625957.530643;57511714.419262;0.000000;27331198.405371;30180516.013891;161527258.961096
0;0.870299;23458391.239467;0.000000;13524164.870247;9934226.369220;63659512.901825;0.000000;30204999.801741;33454513.100084;174235808.282584
0;0.880419;23315974.100230;0.000000;13092055.446524;10223918.653706;58506281.775896;0.000000;27346200.800482;31160080.975414;163644511.752252
0;0.890538;23215891.314731;0.000000;13748856.743425;9467034.571305;57606595.986178;0.000000;27881344.953139;29725251.033040;161644974.601818
0;0.900658;23628551.295385;0.000000;15340878.801126;8287672.494259;57833810.377231;0.000000;27369169.943617;30464640.433614;162924723.345233
0;0.910778;23373406.136718;0.000000;15130521.049583;8242885.087135;58554188.209062;0.000000;26906955.224371;31647232.984691;163855188.691560
0;0.920898;25810890.999163;0.000000;15419734.306473;10391156.692690;57992550.684916;0.000000;24598589.385016;33393961.299900;167606883.368157
0;0.931017;23419789.892932;0.000000;13458010.549909;9961779.343023;57749804.828627;0.000000;27759083.944031;29990720.884596;162339189.443117
0;0.941137;23429101.306226;0.000000;15774109.675005;7654991.631221;60311680.224637;0.000000;27290633.058757;33021047.165880;167481563.061726
0;0.951257;23395733.800918;0.000000;13174776.667606;10220957.133312;57500608.298348;0.000000;27115816.143273;30384792.155076;161792684.198533
0;0.961377;23222533.453606;0.000000;14590820.084468;8631713.369137;58822150.157785;0.000000;27780226.935155;31041923.222630;164089367.222781
0;0.971496;23443992.814679;0.000000;15462533.337323;7981459.477356;60324266.096268;0.000000;27669471.361514;32654794.734754;167536517.821894
0;0.981616;23379452.594498;0.000000;13608658.369835;9770794.224663;58643305.754479;0.000000;27724087.850626;30919217.903853;164045516.697954
0;0.991736;23414385.259327;0.000000;14811794.161672;8602591.097656;58146341.840516;0.000000;27557976.945473;30588364.895043;163121454.199687
0;1.001856;23551183.459758;0.000000;14547413.479882;9003769.979876;58592715.247829;0.000000;27848437.313790;30744277.934039;164287797.415175
0;1.011975;23314859.378004;0.000000;13929561.967288;9385297.410716;63477502.316087;0.000000;27636547.711397;35840954.604691;173584723.388182
0;1.022095;23312117.567022;0.000000;13551252.188269;9760865.378753;58750995.547495;0.000000;30440769.883612;28310225.663884;164126226.229035
0;1.032215;23644825.230834;0.000000;15006796.766536;8638028.464298;60831012.191670;0.000000;27404253.510214;33426758.681456;168951674.845008
0;1.042335;23708941.707091;0.000000;15902715.523772;7806226.183319;58577575.434164;0.000000;26580694.219151;31996881.215014;164573034.282511
0;1.052454;23469426.199656;0.000000;13830639.201431;9638786.998225;57789443.279290;0.000000;26437109.175376;31352334.103913;162517738.957891
0;1.062574;23669513.718183;0.000000;14605383.955322;9064129.762862;59573126.078044;0.000000;24177204.046431;35395922.031613;166485279.592455
0;1.072694;25609877.565151;0.000000;17260983.211504;8348894.353646;57860499.119525;0.000000;27150926.263489;30709572.856036;166940753.369352
0;1.082814;23719561.394736;0.000000;13497219.635674;10222341.759062;58916730.831410;0.000000;27330005.505384;31586725.326026;165272584.452292
0;1.092933;23544042.731511;0.000000;13088263.124761;10455779.606750;59057852.069566;0.000000;27288843.228963;31769008.840603;165203789.602154
0;1.103053;23432457.465055;0.000000;13445664.132972;9986793.332083;59456689.670375;0.000000;27503901.091145;31952788.579229;165778294.270859
0;1.113173;23354211.531606;0.000000;13739226.376285;9614985.155321;57603345.149176;0.000000;27428986.590999;30174358.558177;161915113.361564
0;1.123293;23357619.081678;0.000000;13373721.518694;9983897.562984;58857983.464556;0.000000;27774287.520321;31083695.944235;164431205.092468
0;1.133413;23333987.211686;0.000000;13772804.007533;9561183.204152;58072128.258078;0.000000;27415734.245800;30656394.012278;162812230.939527
0;1.143532;23554726.502937;0.000000;13659759.901546;9894966.601392;58682477.147302;0.000000;27282367.237629;31400109.909673;164474407.300479
0;1.153652;23256968.599885;0.000000;13291462.650121;9965505.949765;58568984.719648;0.000000;27578239.480087;30990745.239560;163651906.639066
0;1.163772;23489058.742983;0.000000;13238160.811349;10250897.931634;58927169.004824;0.000000;27083690.423967;31843478.580856;164832455.495613
0;1.173892;23625892.437696;0.000000;13313150.176989;10312742.260707;63243649.748774;0.000000;27677989.726696;35565660.022078;173739084.372940
0;1.184011;23554995.839177;0.000000;14981670.147712;8573325.691465;58868932.615926;0.000000;27179792.993000;31689139.622926;164847856.910204
0;1.194131;23479523.323329;0.000000;15022443.832462;8457079.490867;56293980.879999;0.000000;27436051.740109;28857929.139890;159547008.406657
0;1.204251;23612739.918489;0.000000;14119340.942605;9493398.975883;58582879.525020;0.000000;27910469.135229;30672410.389791;164391238.887018
0;1.214371;23604392.971092;0.000000;17704840.732574;5899552.238518;58630665.380906;0.000000;27407563.439318;31223101.941588;164470116.703996
0;1.224490;23540064.778519;0.000000;16289823.890658;7250240.887860;59023523.812104;0.000000;27756473.014755;31267050.797348;165127177.181244
0;1.234610;25795442.205364;0.000000;18218767.937202;7576674.268162;55611920.385970;0.000000;27799754.890554;27812165.495416;162814725.182669
0;1.244730;21429941.693165;0.000000;14206017.482362;7223924.210804;59062556.315799;0.000000;26899041.396109;32163514.919690;160984996.017928
0;1.254850;26068376.894712;0.000000;19775583.326727;6292793.567985;57705597.654898;0.000000;27343023.379476;30362574.275422;167547949.099220
0;1.264969;23564442.718282;0.000000;15186111.602230;8378331.116051;59124429.617478;0.000000;27200205.593734;31924224.023744;165377744.671519
0;1.275089;23775341.596400;0.000000;16252674.919414;7522666.676986;57748075.799380;0.000000;27545962.177704;30202113.621676;163046834.791559
0;1.285209;23537999.382352;0.000000;16449957.451999;7088041.930353;57943503.612466;0.000000;27738779.477439;30204724.135027;162963005.989636
0;1.295329;23436379.209339;0.000000;15133416.986812;8302962.222527;56840025.289388;0.000000;27569299.302222;29270725.987166;160552808.997454
0;1.305448;23970733.766749;0.000000;14600581.373956;9370152.392793;59486833.874619;0.000000;27416371.815951;32070462.058668;166915135.282737
0;1.315568;23244027.887576;0.000000;13650763.583789;9593264.303787;58833739.560038;0.000000;27647899.057335;31185840.502703;164155534.895228
0;1.325688;23460261.113540;0.000000;14441835.303701;9018425.809839;57409074.984003;0.000000;27203525.525021;30205549.458981;161738672.195085
0;1.335808;30102315.354271;0.000000;21486611.515220;8615703.839052;95466458.138968;0.000000;43394407.689717;52072050.449251;251137546.986478
0;1.345927;32925088.286122;0.000000;18476219.099857;14448869.186265;56803666.691712;0.000000;26801412.577955;30002254.113758;179457509.955669
0;1.356047;23503806.804893;0.000000;13545614.974399;9958191.830494;57868846.438574;0.000000;27245860.256725;30622986.181849;162745306.486935
0;1.366167;23542342.314450;0.000000;14155127.441040;9387214.873410;59146884.215578;0.000000;27393824.934015;31753059.281562;165378453.060056
0;1.376287;23393070.166450;0.000000;13834145.700127;9558924.466322;57675271.116542;0.000000;27736348.467653;29938922.648889;162136682.565983
0;1.386406;23506078.524994;0.000000;14876873.382266;8629205.142728;62600398.598141;0.000000;30186753.474202;32413645.123939;172212954.246269
0;1.396526;23263137.939173;0.000000;14243874.507194;9019263.431978;58900680.545829;0.000000;27082551.485865;31818129.059965;164327636.970004
0;1.406646;23264276.525965;0.000000;14475275.139163;8789001.386802;57721859.318806;0.000000;27603150.628310;30118708.690496;161972271.689542
0;1.416766;23442656.566165;0.000000;14293396.887054;9149259.679110;58151654.550449;0.000000;27132073.865725;31019580.684724;163188622.233227
0;1.426885;23499445.412005;0.000000;14556411.801168;8943033.610837;59203501.398800;0.000000;27342783.731957;31860717.666843;165405893.621610
0;1.437005;23361546.921600;0.000000;14195062.267692;9166484.653908;57571956.247354;0.000000;27852011.063799;29719945.183556;161867006.337910
0;1.447125;23491610.898916;0.000000;13853550.775171;9638060.123745;58125487.836843;0.000000;28010418.792515;30115069.044328;163234197.471518
0;1.457245;23494901.387507;0.000000;15661205.007053;7833696.380454;59637571.654673;0.000000;27430312.839299;32207258.815374;166264946.084360
0;1.467364;23358138.088066;0.000000;14887876.261531;8470261.826535;57807991.297888;0.000000;27426336.833950;30381654.463938;162332258.771909
0;1.477484;23732697.488620;0.000000;15124020.685597;8608676.803022;58049732.140092;0.000000;27225714.551141;30824017.588951;163564859.257424
0;1.487604;25722552.019199;0.000000;17036934.574449;8685617.444750;58954479.633895;0.000000;27796452.121830;31158027.512065;169354063.306188
0;1.497724;23562135.434662;0.000000;14580774.661723;8981360.772939;57982426.341712;0.000000;27990875.402008;29991550.939704;163089123.552748
0;1.507843;23330790.606968;0.000000;14342139.825395;8988650.781573;58311468.148233;0.000000;24912644.264181;33398823.884052;163284517.510403
0;1.517963;23388044.301282;0.000000;13937516.741595;9450527.559687;59092100.288076;0.000000;27652231.261743;31439869.026333;164960289.178717
0;1.528083;23441954.681723;0.000000;14652767.979156;8789186.702567;64759172.959798;0.000000;30264243.867459;34494929.092339;176402255.283041
0;1.538203;23331153.507700;0.000000;14385690.040386;8945463.467314;56943098.823377;0.000000;27411323.437505;29531775.385873;160548504.662154
0;1.548322;23472456.086548;0.000000;13843996.582205;9628459.504343;57925059.261702;0.000000;27243602.725749;30681456.535953;162795030.696501
0;1.558442;23310385.625881;0.000000;12979084.140950;10331301.484931;57211901.875835;0.000000;27319178.058357;29892723.817478;161044575.003432
0;1.568562;23727441.246032;0.000000;15601350.474467;8126090.771564;58252479.840701;0.000000;27657221.222516;30595258.618185;163959842.173466
0;1.578682;23471693.665336;0.000000;15037713.117518;8433980.547818;59340844.074350;0.000000;27750516.641209;31590327.433141;165625075.479373
0;1.588801;23550169.475786;0.000000;15229604.866044;8320564.609741;58986859.822631;0.000000;28013805.698720;30973054.123911;165074058.596833
0;1.598921;23688810.260776;0.000000;15096597.725511;8592212.535264;57415251.987982;0.000000;27339419.612567;30075832.375415;162208124.497515
0;1.609041;23559056.701744;0.000000;14982000.597563;8577056.104181;59909437.333748;0.000000;27210184.480580;32699252.853169;166936988.070984
0;1.619161;23393975.302542;0.000000;14834300.073048;8559675.229494;57546214.854564;0.000000;27068583.355608;30477631.498956;161880380.314214
0;1.629280;25866125.854811;0.000000;16458011.162465;9408114.692346;58627409.451248;0.000000;27797265.186397;30830144.264851;168987070.612117
0;1.639400;23729428.894751;0.000000;15152229.075502;8577199.819248;59416265.318497;0.000000;27943874.339079;31472390.979418;166291388.426496
0;1.649520;23420648.341247;0.000000;14293711.405094;9126936.936153;59309620.700357;0.000000;27665447.485790;31644173.214567;165460538.083208
0;1.659640;23446348.146667;0.000000;13747608.299021;9698739.847646;57518657.923738;0.000000;27489035.119491;30029622.804247;161930012.140810
0;1.669760;23522125.538042;0.000000;12566190.815347;10955934.722695;59214071.160933;0.000000;27343387.111758;31870684.049175;165472393.397950
0;1.679879;23318789.356398;0.000000;14255866.451711;9062922.904687;64497595.269167;0.000000;30360173.523136;34137421.746031;175632769.251128
0;1.689999;23502915.807274;0.000000;13231225.258205;10271690.549070;57834756.732284;0.000000;27645026.101022;30189730.631262;162675345.079116
0;1.700119;23438034.613474;0.000000;13002572.910404;10435461.703070;58845611.844280;0.000000;27675314.558111;31170297.286169;164567292.915508
0;1.710239;23290142.566270;0.000000;12647463.178920;10642679.387350;57816974.532207;0.000000;27064581.186202;30752393.346005;162214234.196955
0;1.720358;23464115.276988;0.000000;14806729.909548;8657385.367440;58384713.336352;0.000000;27068262.833389;31316450.502963;163697657.226680
0;1.730478;23542557.692997;0.000000;14941065.174471;8601492.518526;59770457.738603;0.000000;27372328.857585;32398128.881018;166626030.863199
0;1.740598;23298527.825431;0.000000;15277115.780577;8021412.044854;57928303.612607;0.000000;26620713.876340;31307589.736267;162453662.876076
0;1.750718;23253563.701528;0.000000;15364072.315177;7889491.386351;59381736.973089;0.000000;27111611.687161;32270125.285928;165270601.349233
0;1.760837;23692881.259324;0.000000;14877069.719785;8815811.539539;59092614.295643;0.000000;27216724.295537;31875890.000107;165570991.109935
0;1.770957;25713873.958919;0.000000;16112954.721970;9600919.236948;58100727.245645;0.000000;27236650.317584;30864076.928062;167629202.409128
0;1.781077;23549324.796703;0.000000;14321707.790837;9227617.005866;58489086.166127;0.000000;27094117.897681;31394968.268447;164076821.925661
0;1.791197;23227740.983176;0.000000;14145613.885948;9082127.097228;59018369.823103;0.000000;27679157.940292;31339211.882810;164492221.612557
0;1.801316;23218883.458473;0.000000;13425633.277316;9793250.181157;58549821.926890;0.000000;27258290.806494;31291531.120396;163537410.770725
0;1.811436;23238422.372932;0.000000;13779846.626567;9458575.746365;62964440.507664;0.000000;29649234.823246;33315205.684419;172405725.761192
0;1.821556;23401022.053567;0.000000;13669168.437639;9731853.615928;59195918.750320;0.000000;27474533.299929;31721385.450391;165193881.607776
0;1.831676;23297462.961835;0.000000;13685093.147879;9612369.813956;57544238.351800;0.000000;27562062.319089;29982176.032712;161683402.627270
0;1.841795;23478478.255393;0.000000;12774871.950900;10703606.304492;58689994.244331;0.000000;27614808.154058;31075186.090273;164336944.999448
0;1.851915;23585674.607620;0.000000;14258949.507280;9326725.100340;59155789.221575;0.000000;27028342.520734;32127446.700841;165482927.658391
0;1.862035;23415554.563153;0.000000;14562804.608101;8852749.955052;58975028.177156;0.000000;27640871.278247;31334156.898908;164781165.480616
0;1.872155;23314859.378004;0.000000;12291153.657776;11023705.720228;56942417.096636;0.000000;27562355.637004;29380061.459632;160514552.949280
0;1.882274;23426351.550046;0.000000;12004147.900512;11422203.649533;59525467.799601;0.000000;27085171.255669;32440296.543932;165903638.699293
0;1.892394;23256968.599885;0.000000;14620608.915133;8636359.684753;57097650.714658;0.000000;27386595.134900;29711055.579758;160709238.629086
0;1.902514;23607600.263519;0.000000;15924140.539672;7683459.723847;58929226.149535;0.000000;27761993.071497;31167233.078037;165073652.826107
0;1.912634;23790050.944715;0.000000;16645612.868494;7144438.076221;59011202.811383;0.000000;27810730.381549;31200472.429834;165602507.512195
0;1.922753;23819252.633064;0.000000;18988601.813427;4830650.819637;58846109.984672;0.000000;27363379.290749;31482730.693923;165330725.235473
0;1.932873;23604610.420260;0.000000;18137434.230276;5467176.189984;57464037.196875;0.000000;27317348.149278;30146689.047597;162137295.234271
0;1.942993;23856829.619083;0.000000;18904711.379523;4952118.239561;59357327.248934;0.000000;27329502.534575;32027824.714359;166428313.736035
0;1.953113;23702078.046773;0.000000;17761103.345952;5940974.700821;58797721.518743;0.000000;27565875.328785;31231846.189958;164999599.131032
0;1.963232;25758604.096816;0.000000;15726566.561876;10032037.534940;64399608.462402;0.000000;30610417.185054;33789191.277348;180316425.118434
0;1.973352;23642541.039906;0.000000;15543239.585336;8099301.454570;60472723.303170;0.000000;27679826.421459;32792896.881711;168230528.686153
0;1.983472;23483149.436026;0.000000;15436735.554414;8046413.881611;57630892.039756;0.000000;27964383.013169;29666509.026587;162228082.951564
0;1.993592;23710559.382318;0.000000;18398898.820953;5311660.561365;59585935.784547;0.000000;27598348.231429;31987587.553117;166592990.333730
0;2.003711;23836703.704923;0.000000;11664242.426590;12172461.278333;59492594.608309;0.000000;27028566.005504;32464028.602805;166658596.626465
0;2.013831;23162442.251500;0.000000;16361607.617677;6800834.633823;57754494.665576;0.000000;27122891.901770;30631602.763806;161833873.834152
0;2.023951;24154071.920079;0.000000;15547946.397326;8606125.522754;57483473.926603;0.000000;27594047.326730;29889426.599873;163275091.693364
0;2.034071;23362843.512134;0.000000;14885291.807996;8477551.704138;59305679.684648;0.000000;27093462.025212;32212217.659436;165337046.393564
0;2.044190;23465558.415780;0.000000;14024749.558044;9440808.857737;57966070.154762;0.000000;27181093.570698;30784976.584065;162863257.141085
0;2.054310;23519938.375029;0.000000;15212209.350270;8307729.024760;58737755.287164;0.000000;27549621.586591;31188133.700574;164515387.324388
0;2.064430;23439956.019110;0.000000;14179191.154266;9260764.864844;59789232.425066;0.000000;26698258.573563;33090973.851503;166458376.888352
0;2.074550;23315848.116479;0.000000;14699523.594450;8616324.522030;58976830.723391;0.000000;27211067.785952;31765762.937439;164585357.679740
0;2.084669;23602112.410703;0.000000;14735088.780378;8867023.630324;57691304.373030;0.000000;27244146.523855;30447157.849175;162586833.567466
0;2.094789;23847603.357243;0.000000;13953384.943068;9894218.414175;59068298.300011;0.000000;27733512.778195;31334785.521816;165831803.314509
0;2.104909;23277763.340807;0.000000;15617431.659729;7660331.681078;63421858.260292;0.000000;30177626.259357;33244232.000935;173399243.202199
0;2.115029;23431493.618356;0.000000;15125484.381714;8306009.236642;53106430.421301;0.000000;24193342.340285;28913088.081016;153075848.079313
